,Artist,Title,Album,Year,Date,Lyric
76,Alan Walker,Lovesick,,2022,"November 4, 2022","Every night before I sleep
I pray that you will come to me
A million, million miles away
We'll meet again someday
I know that we'll find a way
We'll sing a bitter melody
And add a sweeter harmony
A symphony we'll make
So sing for all the tears we cry
A song for when we say goodbye
Then every time we close our eyes
We'll hear our lovesick lullaby
I remember what you said
I got you stuck in my head
Did you think I would forget
The melodies you sang?
Oh babe, like nobody movеs me
You're playing my heartstrings
Likе la da di da da
So sing for all the tears we cry
A song for when we say goodbye
Then every time we close our eyes
We'll hear our lovesick lullaby
La la-la-la-la-la-la
La la la la
La la-la-la-la-la-la
La la la la
La la-la-la-la-la-la
La la-la-la-la-la-la
La la-la-la-la-la-la
We'll hear our lovesick lullaby (La la-la-la-la-la-la)
Sing for all the tears we cry
A song for when we say goodbye
Then every time we close our eyes
We’ll hear our lovesick lullaby"
77,Alan Walker,Extremes,,2022,"September 30, 2022","What if I told you I loved you?
What if I told you I lied?
Remember all of our hellos
As I tell you goodbye
Ooh, ooh
If you see me in a daze
I feel better out of place
It's true, ooh
I don't need to be saved
I'm a fucking renegade, uh
Highs, lows, I got no in-between
Baby, I know I've been talking in my sleep
Free-faller, I drown in the deep
Baby, I know I go to extremes
Extremes, extremes
Extremes, extremes
Extremes, extremes
'Cause, baby, I know I go to еxtremes
I'm always running on the wirе
I'm terrified of peace and quiet
I'm always running on the wire
I fall in love in the middle of the riot
Ooh, ooh
If you see me in a daze
I feel better out of place
It's true, ooh
I don't need to be saved
I'm a fucking renegade, uh
Highs, lows, I got no in-between
Baby, I know I've been talking in my sleep
Free-faller, I drown in the deep
Baby, I know, I go to extremes
Extremes, extremes
Extremes, extremes
Extremes, extremes
'Cause, baby, I know I go to extremes
(Go to extremes)
(Go to extremes)
Baby, I know I go to extremes"
78,Alan Walker,Lifeline,,2024,"August 7, 2024","Lost in your eyes tonight
Searching for a guiding light
Fallin' into you
My mind gets dark, so I'm...
Drowning in my alibi
Swimming in the blue
I don't dive into the sea
'Cause every time I jump, it pulls me deep
I tell you that I'm fine, but I'll be telling a lie
I was kind of hoping for a lifeline
I don't go into the waves
'Cause every time they crash, I don't feel safe
Yeah, I'm a little scared to put my life on the line
I was kind of hoping you're a lifeline
I was kind of hoping you're a lifeline
I was kind of hoping you're a lifеline
I'm callin' out your name
Can you hear mе through the wind and rain?
I'm really hopin' that you do (Ah-ah, ah-ah, ah)
'Cause now my heart start to race (Race)
Pick up the pace (Pace)
Thoughts in my head (Head)
Wish I'd forget, but I'm bound to you
Can you pull me through?
I don't dive into the sea
'Cause every time I jump, it pulls me deep
I tell you that I'm fine, but I'll be telling a lie
I was kind of hoping for a lifeline
I don't go into the waves
'Cause every time they crash, I don't feel safe
Yeah, I'm a little scared to put my life on the line
I was kind of hoping you're a lifeline
I was kind of hoping you're a lifeline
I was kind of hoping you're a lifeline"
79,Alan Walker,Forever Young,,2025,"January 17, 2025","Eyes closed
My hand out the window
Ridin' how the wind blows
I don't care where we go
I'll never come home
Runnin' from an echo
Gonna be a long road
I wanna feel it all
Can we steal the settin' sun?
Tell the minutes not to run?
Oh, when all is said and done
We can be forever young
Can we get out of this town?
Stop the hours countin' down?
Oh, when all is said and done
We can be forever young
Forever young
Forever young
I'll drive
Your future through the skyline
Rear view of a past life
I don't care where we fall
It's all beautiful
Speedin' in the moonlight
Slowin' down the good times
I wanna feel it all
Can we steal the settin' sun?
Tell the minutes not to run?
Oh, when all is said and done
We can be forever young
Can we get out of this town?
Stop the hours countin' down?
Oh, when all is said and done
We can be forever young
We can be forever young
Forever young"
80,Alan Walker,Yesterday,,2023,"November 10, 2023","Held your hand in a dream I had in New York
But I never turned around to see your face
Two drunk kids on a boulevard, you faded
Woke up to another empty bed
Now I'm choking
No one knows how I feel
Now you're gone
I don't know what's real
I close my eyes and make tomorrow yesterday
I miss your smile like the deserts miss the rain
Ten thousand tears but you would dry them all away
If I could make tomorrow yesterday
Yesterday, yesterday
Tomorrow yesterday
Tomorrow yesterday
We'd head west in a car we can't afford yeah
Flaming lips looking at the stars just friends
I watch the moonlight dancin' on, on the water
'Cause I see your face in everything
Now I'm choking
No one knows how I feel
Now you're gone
I don't know what's real
I close my eyes and make tomorrow yesterday
I miss your smile like the deserts miss the rain
Ten thousand tears but you would dry them all away
If I could make tomorrow yesterday
Yesterday, yesterday
Tomorrow yesterday
Tomorrow yesterday
Now I'm choking
No one knows how I feel
Now you're gone
I don't know what's real"
81,Alan Walker,Land Of The Heroes,,2023,"July 7, 2023","Heroes, ah
Step into the unknown
Unknown
(Heroes)
Step into the unknown
'Cause this is where dreams are born
Million miles away
But it still feels like home
In the land of heroes
In the land of heroes
Step into the unknown
Heroes
Step into the unknown
Heroes
In the land of the heroes
Step into the unknown
'Cause this is where dreams are born
Million miles away
But it still feels likе home
In the land of the hеroes
Step into the unknown
Step into the unknown (
Heroes
Heroes (
A million miles away
(Step in to the land of heroes)"
82,Alan Walker,Land Of The Heroes (Arabic Version),,2023,"August 30, 2023","Heroes, ah
Step into the unknown
يلا كلنا نغني أمانينا
نعيش الحلم، نصدق معانينا
نغم يشبهنا ويردد أسامينا
Step into the unknown
'Cause this is where dreams are born
Million miles away
But it still feels like home
In the land of the heroes
Step into the unknown
In the land of the heroes
يلا كلنا نغني أمانينا
نعيش الحلم، نصدق معانينا
نغم يشبهنا ويردد أسامينا
حكاية عن يقين وقوة وأمل
يملاها الطموح وهمة الأجيال
حدود الكون ما عادت تكفينا
Step into the unknown
'Cause this is where dreams are born
Million miles away
But it still feels like home
In the land of the heroes
Step into the unknown
Heroes"
83,Alan Walker,Heartbreak Melody,,2025,"July 18, 2025","La-da-da-di, da-da, da-da
La-da-da-di, da-da, da-da
I'm dancing in my leather dress
Got lipstick on my cigarette
Do anything to help forget
The knife in my heart that you left
This shit is a mess
All this pain in my lungs disappears, goes to none
When I'm dancing, when I'm dancing
Feel the drink, feel the drums, when I move, it goes numb
It goes absent, it goes absent, oh
No, I can't take another song
Another heartbreak melody
I'm in my head, already gone
I need a late-night remedy
I don't need to fall in love
So play something that lifts me up
No, I can't take anothеr song
Another heartbreak mеlody
Melody, melody, melody
La-da-da-di, da-da, da-da
La-da-da-di, da-da, da-da
La-da-da-di-da, la-da-da-da-di-da
La-da-di, da-da-da
Another heartbreak melody
Da-da, da-da
La-da-da-di, da-da, da-da
La-da-da-di-da, la-da-da-da-di-da
La-da-di, da-da-da
Another heartbreak
Kissing strangers just for fun
But every face turns into one
Oh, all I know is how to run
From things that are too hard to face
So please turn it up
All this pain in my lungs disappears, goes to none
When I'm dancing, when I'm dancing
Feel the drink, feel the drums, when I move, it goes numb
It goes absent, it goes absent, oh
No, I can't take another song
Another heartbreak melody
I'm in my head, already gone
I need a late-night remedy
I don't need to fall in love
So play something that lifts me up
No, I can't take another song
Another heartbreak melody
Melody, melody, melody
La-da-da-di, da-da, da-da
La-da-da-di, da-da, da-da
La-da-da-di-da, la-da-da-da-di-da
La-da-di, da-da-da
Another heartbreak melody
Da-da, da-da
La-da-da-di, da-da, da-da
La-da-da-di-da, la-da-da-da-di-da
La-da-di, da-da-da
Another heartbreak melody"
84,Alan Walker,135,,2013,"July 27, 2013","(Reporting District Division Plus Master Beats)
In 4, 3, 2, 1...
(Reporting District Division Plus Master Beats)
In 4, 3, 2, 1..."
85,Alan Walker,All Falls Down (Steve Aoki Remix),,2017,"December 1, 2017","What's the trick? I wish I knew
I'm so done with thinking through
All the things I could've been
And I know you wonder too
All it takes is that one look you do and I run right back to you
You cross the line and it's time to say ""F"" you
What's the point in saying that
When you know how I'll react?
You think you can just take it back
But shit just don't work like that
You're the drug that I'm addicted to, and I want you so bad
Guess I'm stuck, with you, and that's that
'Cause when it all falls down, then whatever
When it don't work out for the better
If it just ain't right, and it's time to say goodbye
When it all falls down, when it all falls down
I'll be fine
When it all falls down
I'll be fine
I'll be fine
You're the drug that I'm addicted to
And I want you so bad, but I'll be fine (fine, fine, fine)
Why we fight? I don't know
We say what hurts the most
Oh, I tried staying cold, but you take it personal
All these firing shots and making ground
It's way too hard to cope, but I still can't let you go
'Cause when it all falls down, then whatever
When it don't work out for the better
If it just ain't right, and it's time to say goodbye
When it all falls down, when it all falls down
I'll be fine
When it all falls down
I'll be fine
I'll be fine
You're the drug that I'm addicted to
And I want you so bad, but I'll be fine (Fine, fine, fine)
(All falls down)
I'll be fine, fine, fine
I'll be fine, fine, fine
(All falls down)
I'll be fine, fine, fine
I'll be fine, fine, fine
(All falls down)
I'll be fine, fine, fine
I'll be fine, fine, fine
(All falls down)
I'll be fine, fine, fine
I'll be fine, fine, fine"
86,Alan Walker,Faded (Dash Berlin Remix),,2016,"April 29, 2016","You were the shadow to my light
Did you feel us?
Another star, you fade away
Afraid our aim is out of sight
Wanna see us alight
Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?
Where are you now?
Atlantis, under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded
I'm faded
I'm faded
I'm faded
Where are you now?
I'm faded"
87,Alan Walker,"When I Grow Up (Young, Wild, & Free)",,2024,"October 11, 2024","When I grow up, I wanna be like me
Can't tell me nothing, 'bout who to be
When I grow up, I wanna be like me
Can't stop me runnin' young, wild and free
Livin' life in fast pace
Traded all my tours for foreplay
Sleepless nights turned to slumber parties
Looking juice tryna Coke and Bacardi
From daydreams and stories
That I live now, night till morning
From crawlin' to walkin'
Now I run the game like Spalding
Hands up in the air if you livin' life young, wild, and free
Made something out of nothing from a dollar and a dream
Close my eyes and see my younger self smilin', smilin' at me
Looking back is funny 'cause I said
When I grow up, I wanna be likе me
Can't tell me nothing, 'bout who to bе
When I grow up, I wanna be like me
Can't stop me running young, wild and free
When I grow up
Can't tell me nothing
When I grow up
Can't stop me running
When I grow up
Catch a bad chick by her toe
Be my little eenie meenie till I pick some more
Good brain you make honor roll
I'm a cat, I'm a dog, I'm a PAW Patrol
Back then they didn't want me now
Mike Jones they all up on me
From free throws to soarin'
Shoot my shot, they jump like Jordan, yeah
When you run the game this long it starts to jog your memory
Learning ABCs to traveling global from A through Z
Cold shoulders turn to Miami heat and all through the club
Livin' out my childhood dreams, I say one day
When I grow up, I wanna be like me (Just like me)
Can't tell me nothing, 'bout who to be (Yeah, yeah)
When I grow up (when I grow up), I wanna be like me (I wanna be like me)
Can't stop me runnin' (Can't stop me runnin') young, wild and free (Ayy)
When I grow up
Can't tell me nothing (Can't stop me)
When I grow up (All the way up, all the way up)
Can't stop me runnin' (Yeah)
When I grow up"
88,Alan Walker,Faded (Tiësto’s Northern Lights Remix),,2016,"April 29, 2016","You were the shadow to my light, did you feel us?
Another star, you fade away
Afraid our aim is out of sight, wanna see us
Alight
Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?
Where are you now?
Where are you now? Atlantis
Under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded
I'm faded
These shallow waters never met what I needed
I'm letting go, a deeper dive
Eternal silence of the sea, I'm breathing
Alive
Where are you now?
Where are you now?
Under the bright but faded lights
You set my heart on fire
Where are you now?
Where are you now?
Where are you now? Atlantis
Under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded"
89,Alan Walker,"Alone, Pt. II (Rugged Remix)",,2020,"February 28, 2020","We were young, posters on the wall
Praying we're the ones that the teacher wouldn't call
We would stare at each other
'Cause we were always in trouble
And all the cool kids did their own thing
I was on the outside always looking in
Yeah, I was there but I wasn't
They never really cared if I wasn't
We all need that someone who gets you like no one else
Right when you need it the most
We all need a soul to rely on, a shoulder to cry on
A friend through the highs and the lows
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it alone
I'm not gonna make it alone
I'm not gonna make it al-
Then I saw your face, your forgiving eyes
Looking back at me from the other side
Like you understood me
And I'm never letting you go, oh
We all need that someone who gets you like no one else
Right when you need it the most
We all need a soul to rely on, a shoulder to cry on
A friend through the highs and the lows
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it alone
I'm not gonna make it alone
I'm not gonna make it al-"
90,Alan Walker,Born to Ride,,2023,"November 10, 2023","Head to my heart, hand on your chest
I have the best of intentions
I've played my part but who did the rest?
No wasting breath on redemption
Who do you love when it isn't me?
'Cause we fall apart inevitably
Sometimes what you want just ain't what you need
And you know me
Baby, I was born to run
Baby, I was born to ride
Ain't nobody ever gonna slow me down
'Cause I'm
Looking for the number one
Only me, myself and I
Ain't nobody ever gonna hold me down
Baby, I was born to ride
Hand to the wind, head in the sky
Yeah, baby, that's where I'm headed
But you fenced me in for too long a time
So, let's forgive and forget it
I'm not the one, it's easy to see
'Cause we fall apart inevitably
Sometimes what you want just ain't what you need
And you know me
Baby, I was born to run
Baby, I was born to ride
Ain't nobody ever gonna slow me down
'Cause I'm
Looking for the number one
Only me, myself and I
Ain't nobody ever gonna hold me down
Baby, I was born to ride"
91,Alan Walker,"Alone, Pt. II (Live at Château de Fontainebleau)",,2020,"February 21, 2020","We were young, posters on the wall
Praying we're the ones that the teacher wouldn't call
We would stare at each other
'Cause we were always in trouble
And all the cool kids did their own thing
I was on the outside always looking in
Yeah, I was there but I wasn't
They never really cared if I wasn't
We all need that someone who gets you like no one else
Right when you need it the most
We all need a soul to rely on, a shoulder to cry on
A friend through the highs and the lows
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
Then I saw your face, your forgiving eyes
Looking back at me from the other side
Like you understood me
And I'm never letting you go, oh
We all need that someone who gets you like no one else
Right when you need it the most
We all need a soul to rely on, a shoulder to cry on
A friend through the highs and the lows
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it alone (La, la-la-la-la-la, 'lone)
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
'Cause you are that someone that gets me like no one else
Right when I need it the most
And I'll be the one you rely on, a shoulder to cry on
A friend through the highs and the lows
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone
I'm not gonna make it alone"
92,Alan Walker,Faded (Tungevaag & Raaban Remix),,2016,"April 29, 2016","You were the shadow to my light, did you feel us?
Another star, you fade away
Afraid our aim is out of sight, wanna see us
Alight
Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?
Where are you now?
Where are you now?
The monster's running wild inside of me
I'm faded
The monster's running wild inside of me
I'm faded
These shallow waters never met what I needed
I'm letting go, a deeper dive
Eternal silence of the sea, I'm breathing
Alive
Where are you now?
Where are you now?
Under the bright but faded lights
You set my heart on fire
Where are you now?
Where are you now?
The monster's running wild inside of me
I'm faded"
93,Alan Walker,Story of a Bird,,2025,"May 9, 2025","English
Romanization
खुली आँखों से
मैंने जो सपना देखा है
वो कितना सच हुआ है
कितना अधूरा रह गया है
जाने कहाँ मंज़िल (मंज़िल)
जाने कहाँ मेरा पता है (पता है)
कभी न पूछा खुद से अब तक कितना सफर तय किया है
अब देखना है
हवा में जैसे पंछी उड़ता है
हवा से मानो लड़ने चल पढ़ा है
पा ही लेगा आसमान, ऊह-ऊ-ऊ
अब देखना है
आँधियों से जो उठा धुआँ है
वो धुंए से पार हो गया तो
पा ही लेगा ये जहान, ऊह-ऊ-ऊ
देखना है जो
देखना है जो
देखना है जो
पा ही लेगा आसमान, ऊह-ऊ-ऊ
देखना है जो
देखना है जो
देखना है जो
पा ही लेगा ये जहान, ऊह-ऊ-ऊ
वो फिकर छोड़ चुका है
खुद से पहली बार मिला है
खुद से पहला प्यार हुआ है
वापस न आएगा, ऊह-ऊ-ऊ
वो पंछी मुझसा लगा तो
मैंने एक कहानी लिखी
वो खुद से तो कह न सकेगा
तो अपनी ज़ुबानी लिखी
अब देखना है
हवा में जैसे पंछी उड़ता है
हवा से मानो लड़ने चल पढ़ा है
पा ही लेगा आसमान, ऊह-ऊ-ऊ
अब देखना है
आँधियों से जो उठा धुआँ है
वो धुंए से पार हो गया तो
पा ही लेगा ये जहान, ऊह-ऊ-ऊ
देखना है
पा ही लेगा ये जहान, ऊह-ऊ-ऊ
अब देखना है
हवा में जैसे पंछी उड़ता है
हवा से मानो लड़ने चल पढ़ा है
पा ही लेगा आसमान, ऊह-ऊ-ऊ
अब देखना है
आँधियों से जो उठा धुआँ है
वो धुंए से पार हो गया तो
पा ही लेगा ये जहान, ऊह-ऊ-ऊ"
94,Alan Walker,Faded (Tiësto’s Deep House Remix),,2016,"April 29, 2016","Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?
Where are you now?
Where are you now?
Under the bright but faded lights
You set my heart on fire
Where are you now?
Where are you now?
I'm faded, I'm faded
So lost
Where are you now?
Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?
Where are you now?
I'm faded
Where are you now?
I'm faded
Where are you now?
I'm faded
Where are you now?
I'm faded
Where are you now?
I'm faded
Where are you now? Atlantis
Under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded
Where are you now?
Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?
Where are you now?
I'm faded
Where are you now?
I'm faded
So lost, I'm faded
I'm faded
I'm faded
So lost, I'm faded"
95,Alan Walker,Wake Up,,2024,"July 31, 2024","Welcome
Ladies and gentlemen
May I have your attention please
As we go through the following safety instructions
System malfunction
Prepare for light speed
Scanning
Access granted
System malfunction"
96,Alan Walker,Warpaint,,2025,"January 10, 2025","I can feel the enemy
Reaching through the mirror, draining me day and night
Nothing that was done to me
Compares to the terrors dwelling in my state of mind
Where's my redemption? Make me a legend
My resurrection is in your hands
Where's your compassion? Too much aggression
I raise my weapons where I stand
So don't you forget where you came from (No)
We grew from the ground, from the dirt, yeah
If you only knew what you made of (Yeah)
You wouldn't doubt that you're ready (Ooh-ooh-ooh)
'Cause you are the warrior, you are the warrior
We are the warriors (Ooh-ooh-ooh)
You are the warrior, you are the warrior
We are the warriors
So let them know
This blood is my warpaint
This sweat is my warpaint
These tears are my warpaint, eh, eh
So let them know
This blood is my warpaint (This is my warpaint)
This sweat is my warpaint (This is my warpaint)
These tears are my warpaint, eh, eh (This is my warpaint)
So let them know
You should never cry for me
Bury me a soldier in a uniform of dreams
Everything has died in me
But I would do it over, every little choice I've made
Where's my redemption? Make me a legend
My resurrection is in your hands
Where's your compassion? Too much aggression
I raise my weapons where I stand
So don't you forget where you came from (No)
We grew from the ground, from the dirt, yeah
If you only knew what you made of (Yeah)
You wouldn't doubt that you're ready (Ooh-ooh-ooh)
'Cause you are the warrior, you are the warrior
We are the warriors (Ooh-ooh-ooh)
You are the warrior, you are the warrior
We are the warriors
So let them know
This blood is my warpaint
This sweat is my warpaint
These tears are my warpaint, eh, eh
So let them know
This blood is my warpaint (This is my warpaint)
This sweat is my warpaint (This is my warpaint)
These tears are my warpaint, eh, eh (This is my warpaint)
So I learned how to love my battle scars (I love my battle scars)
'Til every cut, every stitch is not ignored (I've gotta learn to love)
And I swear I can learn how to love my battle scars (I love my battle scars)
I know I'll never find my peace without the war (I've gotta learn to love)
Until I love my battle scars"
97,Alan Walker,Incommunicado,,2025,"January 10, 2025","Take us to places, an oasis
Where we don't remember
Lying by your side under bright lights
We'll stay here forever
Let's go incommunicado
For the weekend
Nobody else around
Let's go incommunicado
Just you and me and
Somewhere we won't be found
Happy, feel an emotional wave
And I'm happy
Happy, feel an emotional wave
And I'm happy
Happy
And I'm happy
Happy, feel an emotional wave
And I'm happy
Take us to places, an oasis
Where we don't remember
Lying by your side under bright lights
We'll stay here forever
Let's go incommunicado
For the weekend
Nobody else around
Let's go incommunicado
Just you and me and
Somewhere we won't be found
Happy, feel an emotional wave
And I'm happy
Happy, feel an emotional wave
And I'm happy
Happy
And I'm happy
Happy, feel an emotional wave
And I'm happy
Let's go incommunicado
For the weekend
Nobody else around
Let's go incommunicado
Just you and me and
Somewhere we won't be found"
98,Alan Walker,Sunday & Sing Me To Sleep (Live),,2017,"March 4, 2017","Wait a second, let me catch my breath
Remind me how it feels to hear your voice
Your lips are movin', I can't hear a thing
Livin' life as if we had a choice
Anywhere, anytime
I would do anything for you
Anything for you
Yesterday got away
Melodies stuck inside your head
A song in every breath
Sing me to sleep now
Sing me to sleep
Sing me to sleep now
Sing me to sleep
Remember me now, time cannot erase
I can hear your whispers in my mind
I've become what you cannot embrace
Our memory will be my lullaby
Sing me to sleep now
Sing me to sleep
Sing me to sleep now
Sing me to sleep"
99,Alan Walker,Diamond Heart (Syn Cole Remix),,2018,"November 3, 2018","Hello, sweet grief
I know you'll be the death of me
Feel like the morning after ecstasy
I am drowning in an endless sea
Hello, old friend
Here’s the misery that knows no end
So I'm doing everything I can
To make sure I never love again
I wish that I did not know
Where all broken lovers go
I wish that my heart was made of stone
Yeah, if I was bulletproof
I'd love you black and blue
If I was solid like a jewel
If I had a diamond heart, oh, oh
I’d give you all my love if I was unbreakable
If I had a diamond heart, oh, oh
You could shoot me with a gun of gold
If I was unbreakable
I'd walk straight through the bullet
Bendin' like a tulip, blue-eyed and foolish
Never mind the bruises
Into the fire, breakin' through the wires
Give you all I've got
(If I had a diamond heart)
I'd walk straight through the dagger
Never break the pattern
Diamonds don't shatter, beautiful and battered
Into the poison, cry you an ocean
Give you all I've got
If...
Goodbye, so long
I don’t know if this is right or wrong
Am I giving up where I belong?
’Cause every station's playing our song
Goodbye, my love
You are everything my dreams made up
You’ll be Prince and I'm the crying dove
If I only were unbreakable
I wish that I did not know (ooh)
Where all broken lovers go (ooh)
I wish that my heart was made of stone
(I wish that my heart was made of stone)
Yeah, if I was bulletproof
I'd love you black and blue
If I was solid like a jewel
If I had a diamond heart, oh oh
I'd give you all my love if I was unbreakable
If I had a diamond heart, oh oh
You could shoot me with a gun of gold
If I was unbreakable
I’d walk straight through the bullet
Bendin' like a tulip, blue-eyed and foolish
Never mind the bruises
Into the fire, breakin' through the wires
Give you all I've got
(If I had a diamond heart)
I'd walk straight through the dagger
Never break the pattern
Diamonds don't shatter, beautiful and battered
Into the poison, cry you an ocean
Give you all I've got"
100,Alan Walker,Alone (Lost Frequencies Remix),,2017,"January 1, 2017","Lost in your mind
I wanna know
Am I losing my mind?
Never let me go
If this night is not forever
At least we are together
I know I'm not alone
I know I'm not alone
Anywhere, whenever
Apart, but still together
I know I'm not alone
I know I'm not alone
I know I'm not alone
I know I'm not alone
Unconscious mind
I'm wide awake
Wanna feel one last time
Take my pain away
If this night is not forever
At least we are together
I know I'm not alone
I know I'm not alone
Anywhere, whenever
Apart, but still together
I know I'm not alone
I know I'm not alone
I know I'm not alone
I know I'm not alone
I'm not alone, I'm not alone, I'm not alone
I know I'm not alone
I'm not alone, I'm not alone, I'm not alone
I know I'm not alone"
101,Alan Walker,Welcome to Walkerworld,,2023,"November 10, 2023","“Welcome to Walkerworld” is the opening track on Alan Walker’s fourth album Walkerworld. It samples the ninth track “Land Of The Heroes” and its Arabic version.
Step into the unknown
'Cause this is where dreams are born
Million miles away
But it still feels like home
In the land of heroes
يلا كلنا نغني أمانينا
نعيش الحلم، نصدق معانينا
نغم يشبهنا ويردد أسامينا
Step into the unknown
'Cause this is where dreams are born
Million miles away
But it still feels like home
In the land of heroes"
102,Alan Walker,Moonshine,,2025,"October 17, 2025","Tried so hard, but I can't deny
Lovin' you's like drinkin' moonshine
Burns my throat, but ya so damn fine
Leaves me stumblin' every time
Met you where the Kudzu climbs
By the creek past your daddy's pines
You played that tune and I swore it's mine
You smile slow like a loaded gun
Tried so hard, but I can't deny
Lovin' you's like drinkin' moonshine
Burns my throat, but ya so damn fine
Leaves me stumblin' every time
It ain't right to say you're mine
But I still drink you up like homemade wine
Swore that I would say goodbye
But I just can't seem to cut these ties
Cut these vines
I wish it wasn't true
But I'm still drunk on you
I'm still drunk on you
Ya swear you changed, but we know better
But baby, aren't we better together?
If wrong feels this good with you
Then what the hell's the right thing to do?
Tried so hard, but I can't deny
Lovin' you's like drinkin' moonshine
Burns my throat, but ya so damn fine
Leaves me stumblin' every time
It ain't right to say you're mine
But I still drink you up like homemade wine
Swore that I would say goodbye
But I just can't seem to cut these ties
Cut these vines
I wish it wasn't true
But I'm still drunk on you
I'm still drunk on you
I'm still drunk on you"
103,Alan Walker,Tired (Axollo Remix),,2017,"July 14, 2017","I see those tears in your eyes
I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
Cold hands, red eyes
Packed your bags at midnight
They've been there for weeks
I don't know what came by me
Just roll up a cigarette
Just forget about this mess
Been waiting on the sidelines
From the sidelines
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
If your ghost pulls you apart
And it feels like you've lost who you are
My love, there's no need to hide
Just let me love you when your heart is tired
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
When you whisper, I'm alright
But I see through your white lies
But these walls don’t talk
And if they could, they’d say
Can't hide the secrets
You can't forget about this mess
I'm waiting on the sidelines
From the sidelines
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
If your ghost pulls you apart
And it feels like you've lost who you are
My love, there's no need to hide
Just let me love you when your heart is tired
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
Just let me love you when your heart is tired"
104,Alan Walker,Sorry (Albert Vishi Remix),,2021,"February 12, 2021","Confetti is falling
At five in the morning
They're screaming and crying
But I'm all by myself
I know you, I'm sorry
I made up a story
I'm lonely, I'm falling
Just like you, I'm sorry
I'm sorry
I'm sorry
I know you, I'm sorry
I made up a story
I'm lonely, I'm falling
Just like you, I'm sorry
I know you, I'm sorry
I made up a story
I'm lonely, I'm falling
Just like you, I'm sorry
Lo-lo-ha-he-ey-yo-la
Lo-lo-ho-lo-le-lo-la
Lo-lo, lo-lo
Lo-lo-ho-lo-le-lo-la
Lo-lo-ho-lo-le-lo-la
Lo-lo-ho-lo-le-lo-la
Lo-lo-le-ho-le
Confetti is falling
At five in the morning
They're screaming and crying
But I'm all by myself
I know you, I'm sorry
I made up a story
I'm lonely, I'm falling
Just like you, I'm sorry"
